city,datetime,latitude,longitude,crime_category,hour,month,weekday
DC,2020-04-30 10:58:37,38.9935597789,-77.0389933793,property,10,4,3
DC,2020-05-01 19:53:20,38.9202002788,-77.0251962367,property,19,5,4
DC,2020-05-01 20:28:38,38.9232853854,-77.0417687503,property,20,5,4
DC,2020-05-04 17:45:08,38.9205357239,-76.952663139,property,17,5,0
DC,2020-05-04 22:30:19,38.9064353666,-77.0259868914,property,22,5,0
DC,2020-05-05 02:48:56,38.917550792,-77.0296232163,property,2,5,1
DC,2020-05-06 20:23:39,38.9463616632,-77.0183763545,property,20,5,2
DC,2020-05-16 14:19:41,38.8943247115,-76.9117471632,property,14,5,5
DC,2020-05-09 21:37:39,38.9682669405,-77.0315598108,property,21,5,5
DC,2020-02-16 21:50:41,38.8286956714,-77.0020845193,property,21,2,6
DC,2020-02-17 22:30:42,38.902510174,-77.0101566953,property,22,2,0
DC,2020-02-17 05:00:00,38.9032551969,-76.973034326,violent,5,2,0
DC,2020-02-18 03:53:50,38.8325599734,-77.0090065321,property,3,2,1
DC,2020-02-18 10:07:22,38.8309478053,-76.9995393182,violent,10,2,1
DC,2020-02-19 19:00:14,38.9031270725,-77.0345860955,property,19,2,2
DC,2020-02-20 03:41:51,38.9381347643,-77.0297125093,property,3,2,3
DC,2020-02-20 02:22:13,38.866070908,-76.9863571086,property,2,2,3
DC,2020-02-21 03:50:48,38.9318816589,-77.0346000432,property,3,2,4
DC,2020-02-21 22:21:25,38.9397390715,-77.0262412576,property,22,2,4
DC,2020-02-22 01:20:12,38.897374312,-76.9810368206,property,1,2,5
DC,2020-02-23 01:57:23,38.8599515585,-76.9716911228,violent,1,2,6
DC,2020-02-23 03:00:28,38.9500372996,-77.0166468593,property,3,2,6
DC,2020-02-23 16:24:58,38.9048887731,-77.0033318761,property,16,2,6
DC,2020-02-23 18:45:08,38.9315206973,-77.0988287734,property,18,2,6
DC,2020-02-24 21:27:37,38.8978225125,-77.0296265518,property,21,2,0
DC,2020-02-24 21:08:43,38.9448682747,-77.0639179252,property,21,2,0
DC,2020-02-27 00:55:36,38.904233267,-77.0403049553,property,0,2,3
DC,2020-02-28 08:41:31,38.8766654598,-76.9945374235,violent,8,2,4
DC,2020-02-28 13:06:24,38.8474873221,-76.9995392115,violent,13,2,4
DC,2020-02-28 13:51:30,38.904156468,-77.0250061076,property,13,2,4
DC,2020-02-29 06:54:22,38.9013259138,-77.0328098474,property,6,2,5
DC,2020-02-29 22:04:58,38.9009218959,-77.0275527374,property,22,2,5
DC,2020-03-01 21:17:04,38.9448682747,-77.0639179252,property,21,3,6
DC,2020-03-04 21:36:13,38.9275534762,-76.9915235041,property,21,3,2
DC,2020-03-06 02:39:22,38.8740338149,-77.0175625731,violent,2,3,4
DC,2020-05-08 16:34:31,38.9196589159,-77.0710447823,property,16,5,4
DC,2020-02-08 18:32:10,38.9599074542,-77.0852995778,property,18,2,5
DC,2020-02-09 15:34:12,38.9528981448,-77.034091091,property,15,2,6
DC,2020-02-10 06:47:19,38.9103818559,-77.0219182847,property,6,2,0
DC,2020-02-10 15:03:21,38.943554022,-77.0772514834,property,15,2,0
DC,2020-02-10 17:25:40,38.9052554414,-77.0523533836,property,17,2,0
DC,2020-02-11 18:12:39,38.9578082581,-77.0319359188,property,18,2,1
DC,2020-02-12 04:15:57,38.9099274291,-77.0436069637,property,4,2,2
DC,2020-02-12 13:48:13,38.8967257136,-77.0189399516,violent,13,2,2
DC,2020-02-14 03:15:17,38.9430188613,-77.0225396818,violent,3,2,4
DC,2020-02-14 04:10:35,38.9076197296,-77.0623511319,property,4,2,4
DC,2020-02-14 15:59:38,38.8636656947,-76.9522284427,property,15,2,4
DC,2020-02-14 17:52:54,38.9720137007,-77.0570876051,property,17,2,4
DC,2020-02-14 19:10:46,38.9470367911,-77.02128355,property,19,2,4
DC,2020-02-15 21:41:45,38.897823377,-77.025995282,property,21,2,5
DC,2020-02-15 22:48:48,38.9206769708,-77.0284598297,property,22,2,5
DC,2020-02-17 01:35:53,38.8593837951,-76.970746574,violent,1,2,0
DC,2020-02-17 02:56:35,38.8669446926,-76.986091916,property,2,2,0
DC,2020-02-17 21:04:48,38.9559486974,-77.0783263435,property,21,2,0
DC,2020-02-18 05:33:06,38.8983206756,-77.0156895012,property,5,2,1
DC,2020-02-18 18:38:23,38.9001947352,-76.9869154654,property,18,2,1
DC,2020-02-18 22:19:25,38.8940317009,-76.9781328475,property,22,2,1
DC,2020-02-19 02:47:08,38.8698399613,-76.9617425737,property,2,2,2
DC,2020-02-19 07:48:24,38.9103814528,-77.0239706017,property,7,2,2
DC,2020-02-20 14:52:00,38.9025177521,-77.0209128801,property,14,2,3
DC,2020-03-07 16:15:24,38.9012751773,-76.9826151743,property,16,3,5
DC,2020-03-08 09:39:01,38.9647171728,-77.0334275021,property,9,3,6
DC,2020-03-08 16:20:44,38.9125180007,-76.9855987599,property,16,3,6
DC,2020-03-08 18:23:28,38.8779626479,-77.0058890872,property,18,3,6
DC,2020-03-10 15:40:39,38.9084741421,-76.9995618766,property,15,3,1
DC,2020-03-11 14:25:10,38.867259084,-76.9798925322,property,14,3,2
DC,2020-03-11 18:22:41,38.9804112928,-77.0264986016,property,18,3,2
DC,2020-03-11 21:10:42,38.9005185027,-77.0172001888,property,21,3,2
DC,2020-03-12 02:37:28,38.9502605241,-77.0272141818,property,2,3,3
DC,2020-03-12 14:55:13,38.9274163965,-77.022996055,property,14,3,3
DC,2020-03-13 10:35:43,38.9295130123,-77.0327305535,property,10,3,4
DC,2020-03-12 16:50:06,38.9222116506,-76.9931501206,property,16,3,3
DC,2020-03-12 18:46:08,38.8941769828,-76.9855102443,property,18,3,3
DC,2020-03-13 16:40:08,38.9422382154,-77.0435331781,property,16,3,4
DC,2020-03-13 20:23:04,38.9006984662,-77.0494794906,property,20,3,4
DC,2020-03-14 00:35:07,38.8851334424,-76.9973260165,property,0,3,5
DC,2020-03-14 04:28:18,38.91996565,-77.0270411811,property,4,3,5
DC,2020-03-15 18:26:26,38.9348242806,-77.0580805327,property,18,3,6
DC,2020-03-16 01:16:00,38.8851482485,-76.9295312934,property,1,3,0
DC,2020-03-16 01:04:16,38.9049043692,-77.024014877,property,1,3,0
DC,2020-03-16 15:37:07,38.930702109,-77.0327310993,violent,15,3,0
DC,2020-03-16 23:41:17,38.9104570668,-77.0628955169,property,23,3,0
DC,2020-03-17 12:45:54,38.9060403556,-77.0189308958,property,12,3,1
DC,2020-03-18 15:57:58,38.9001954371,-76.9973139237,property,15,3,2
DC,2020-03-19 22:23:22,38.8998062348,-77.0209236133,property,22,3,3
DC,2020-03-21 18:36:09,38.8983639411,-76.9302099144,property,18,3,5
DC,2020-03-24 00:45:09,38.8798087686,-76.9867809044,property,0,3,1
DC,2020-03-23 21:23:56,38.8865495403,-76.9383588427,property,21,3,0
DC,2020-03-24 20:42:41,38.902525594,-77.0441787536,property,20,3,1
DC,2020-03-24 23:00:40,38.9258602414,-77.0794465315,property,23,3,1
DC,2020-03-26 12:34:04,38.9325662866,-77.0346119089,property,12,3,3
DC,2020-03-26 17:50:49,38.8778623712,-77.0176441877,property,17,3,3
DC,2020-03-27 22:30:20,38.9899216781,-77.0351707397,property,22,3,4
DC,2020-03-29 02:15:15,38.9899216781,-77.0351707397,property,2,3,6
DC,2020-03-30 04:54:40,38.9697624522,-77.0554010376,property,4,3,0
DC,2020-03-30 16:07:02,38.9901185353,-77.0393262363,property,16,3,0
DC,2020-03-30 16:37:37,38.900194976,-76.9892787513,property,16,3,0
DC,2020-01-25 13:26:35,38.9502000699,-77.0803158095,property,13,1,5
DC,2020-01-26 05:12:27,38.8216235129,-77.0110894656,violent,5,1,6
DC,2020-01-26 14:40:22,38.9238622318,-77.0408811202,property,14,1,6
DC,2020-01-26 21:51:39,38.9111209824,-77.0194165039,property,21,1,6
DC,2020-01-27 20:53:10,38.8707227282,-76.9615692485,property,20,1,0
DC,2020-01-27 18:35:25,38.9019297101,-77.0319570157,property,18,1,0
DC,2020-01-27 18:44:34,38.8635284338,-76.9739826422,property,18,1,0
DC,2020-01-28 00:20:13,38.9305942609,-77.0318199318,violent,0,1,1
DC,2020-01-28 04:29:54,38.8725464156,-76.9766528663,property,4,1,1
DC,2020-01-30 04:04:50,38.9103791768,-77.0332636769,property,4,1,3
DC,2020-01-30 04:19:59,38.9144572583,-77.0416713358,property,4,1,3
DC,2020-01-30 06:54:38,38.9238622318,-77.0408811202,violent,6,1,3
DC,2020-01-30 17:52:59,38.936186926,-77.0588812982,property,17,1,3
DC,2020-06-25 11:13:37,38.9478763356,-77.0061717254,property,11,6,3
DC,2020-01-03 01:55:16,38.9196978969,-77.0121540714,property,1,1,4
DC,2020-01-03 02:35:54,38.890879383,-76.9184599785,property,2,1,4
DC,2020-01-03 17:20:28,38.9086939445,-77.0355457516,property,17,1,4
DC,2020-01-06 20:26:15,38.8640993607,-76.9554198559,property,20,1,0
DC,2020-01-06 18:45:01,38.967403175,-77.0274976663,property,18,1,0
DC,2020-01-06 05:00:00,38.9255773636,-76.9709961951,violent,5,1,0
DC,2020-01-07 02:04:22,38.9513779299,-77.025530279,property,2,1,1
DC,2020-01-08 19:41:11,38.8863951858,-76.955521185,property,19,1,2
DC,2020-01-08 16:17:47,38.8971953825,-77.0083921944,property,16,1,2
DC,2020-01-09 00:01:54,38.8775212689,-77.0052091017,violent,0,1,3
DC,2020-01-09 02:44:23,38.9031264759,-77.036545974,property,2,1,3
DC,2020-01-09 15:05:10,38.9671355776,-77.0116775214,property,15,1,3
DC,2020-01-09 23:59:13,38.9305942609,-77.0318199318,property,23,1,3
DC,2020-01-11 18:05:40,38.9149126655,-76.9761201202,property,18,1,5
DC,2020-01-12 04:47:12,38.8798087686,-76.9867809044,property,4,1,6
DC,2020-01-12 11:16:54,38.9031278211,-77.0319575524,property,11,1,6
DC,2020-01-12 16:03:11,38.8269208815,-77.0057236483,property,16,1,6
DC,2020-01-12 20:22:35,38.9823840793,-77.0265570429,property,20,1,6
DC,2020-06-04 19:59:39,38.8961303393,-77.0234701277,property,19,6,3
DC,2020-06-04 23:18:23,38.9075730044,-77.0466480225,property,23,6,3
DC,2020-06-05 23:26:12,38.9046855207,-77.0345753222,property,23,6,4
DC,2020-06-06 18:04:43,38.9091030304,-77.0199117301,property,18,6,5
DC,2020-06-08 03:28:23,38.9364851968,-77.0335872771,violent,3,6,0
DC,2020-06-08 23:49:10,38.9324248709,-77.0237242767,property,23,6,0
DC,2020-06-11 02:08:01,38.9323640917,-76.996990814,property,2,6,3
DC,2020-06-11 06:26:22,38.9295130123,-77.0327305535,property,6,6,3
DC,2020-06-12 03:15:14,38.9092494365,-77.0638398866,property,3,6,4
DC,2020-06-14 17:12:51,38.9162194455,-77.0681701824,property,17,6,6
DC,2020-06-15 19:46:41,38.934316931,-77.0221101825,property,19,6,0
DC,2020-06-16 15:38:59,38.8995367125,-76.9836416005,property,15,6,1
DC,2020-06-16 23:09:02,38.8193805884,-77.0089127485,property,23,6,1
DC,2020-06-17 22:54:02,38.9213697211,-77.031908069,property,22,6,2
DC,2020-06-18 15:47:42,38.9140855969,-77.0131677964,property,15,6,3
DC,2020-06-19 04:57:01,38.9175501783,-77.0319524842,property,4,6,4
DC,2020-01-12 19:55:41,38.935547952,-77.0348901709,property,19,1,6
DC,2020-01-12 20:44:28,38.8269118222,-77.0066795082,property,20,1,6
DC,2020-01-13 09:49:06,38.8832235876,-76.9949748897,property,9,1,0
DC,2020-01-13 21:59:02,38.9122352583,-77.0319616332,property,21,1,0
DC,2020-01-14 05:01:27,38.949245201,-77.0803031975,property,5,1,1
DC,2020-01-14 20:35:20,38.8927905398,-77.0035157435,property,20,1,1
DC,2020-09-20 23:55:29,38.9037254238,-77.0175583548,property,23,9,6
DC,2020-09-22 00:45:30,38.9037254238,-77.0175583548,property,0,9,1
DC,2020-09-23 03:56:14,38.9169919745,-77.0307876091,property,3,9,2
DC,2020-09-23 07:29:15,38.8987888082,-76.9327226028,violent,7,9,2
DC,2020-09-23 04:00:00,38.8220384294,-77.0002878902,violent,4,9,2
DC,2020-09-24 07:34:28,38.867259084,-76.9798925322,property,7,9,3
DC,2020-09-24 21:15:33,38.9110183409,-77.0867284757,property,21,9,3
DC,2020-09-25 18:26:33,38.899575974,-76.9236607519,property,18,9,4
DC,2020-09-26 02:31:14,38.9161379859,-77.0229462951,property,2,9,5
DC,2020-09-26 01:18:45,38.9025854892,-77.0596144501,property,1,9,5
DC,2020-09-26 16:27:26,38.8291187859,-77.0083957103,violent,16,9,5
DC,2020-09-27 23:27:49,38.9144965796,-77.0719620831,property,23,9,6
DC,2020-09-28 14:26:48,38.9905074885,-77.0342360589,property,14,9,0
DC,2020-01-03 18:26:34,38.9421561261,-77.0051330793,property,18,1,4
DC,2020-01-05 09:29:05,38.9208026055,-76.9696258818,property,9,1,6
DC,2020-01-05 19:00:05,38.8235965572,-77.008890243,property,19,1,6
DC,2020-01-07 20:05:49,38.8635284338,-76.9739826422,property,20,1,1
DC,2020-01-08 03:21:55,38.8731935018,-76.9700033858,violent,3,1,2
DC,2020-01-08 18:28:55,38.9336967931,-76.9876128694,property,18,1,2
DC,2020-01-09 20:12:36,38.9096398205,-77.035546223,property,20,1,3
DC,2020-01-09 21:09:41,38.9635416281,-77.007523083,property,21,1,3
DC,2020-01-11 00:07:32,38.9184484301,-77.040301458,property,0,1,5
DC,2020-01-11 09:24:28,38.9345299173,-76.9647873815,property,9,1,5
DC,2020-01-12 17:34:17,38.9014898199,-76.9741878368,property,17,1,6
DC,2020-01-13 05:21:07,38.8856718037,-76.9488942553,violent,5,1,0
DC,2020-01-13 20:51:26,38.9012114335,-76.9493327294,property,20,1,0
DC,2020-01-14 00:24:58,38.9205045163,-77.0333606519,property,0,1,1
DC,2020-01-15 03:30:57,38.9664153617,-77.0057117734,property,3,1,2
DC,2020-01-15 00:08:23,38.9159129746,-77.0219199846,property,0,1,2
DC,2020-01-15 02:38:24,38.9078254892,-77.0035164846,property,2,1,2
DC,2020-01-16 00:22:23,38.8783941827,-76.984591473,property,0,1,3
DC,2020-01-16 02:14:24,38.9347734765,-77.0340824248,property,2,1,3
DC,2020-01-16 17:59:14,38.8714536971,-76.9657058209,property,17,1,3
DC,2020-01-17 20:12:11,38.9348242806,-77.0580805327,property,20,1,4
DC,2020-01-17 23:06:17,38.901006259,-77.0457791014,property,23,1,4
DC,2020-01-18 18:29:22,38.9705928167,-77.024221647,property,18,1,5
DC,2020-01-18 19:39:41,38.8909348682,-77.0000576336,property,19,1,5
DC,2020-01-19 15:12:36,38.943989093,-77.0336254184,property,15,1,6
DC,2020-01-20 06:13:53,38.8616300815,-76.9894688962,property,6,1,0
DC,2020-07-08 21:32:44,38.9169930207,-77.0265211617,property,21,7,2
DC,2020-07-09 19:50:02,38.8961139475,-76.9869162138,property,19,7,3
DC,2020-07-10 19:04:56,38.9202293128,-77.0128575813,property,19,7,4
DC,2020-07-10 04:00:00,38.934090736,-76.9731726023,violent,4,7,4
DC,2020-07-11 16:13:02,38.9092121275,-76.9872135829,property,16,7,5
DC,2020-07-12 01:57:41,38.8849250216,-76.9510270556,property,1,7,6
DC,2020-07-14 04:05:29,38.9254742948,-77.0420814049,property,4,7,1
DC,2020-07-13 17:15:08,38.8603103295,-76.9658379147,property,17,7,0
DC,2020-07-15 13:57:57,38.9303401818,-77.0380015594,property,13,7,2
DC,2020-07-16 23:19:35,38.9137192888,-77.0396184914,property,23,7,3
DC,2020-07-16 20:40:14,38.892604935,-76.9418001838,property,20,7,3
DC,2020-07-16 23:07:07,38.8854762414,-76.9212093058,property,23,7,3
DC,2020-07-16 04:00:00,38.8832347979,-76.9598106356,violent,4,7,3
DC,2020-07-17 16:34:28,38.864025004,-76.9795477718,violent,16,7,4
DC,2020-07-19 16:27:34,38.9429734734,-77.0242699388,property,16,7,6
DC,2020-07-19 18:59:22,38.9259353,-77.037434125,property,18,7,6
DC,2020-07-20 01:34:34,38.8456554359,-76.972779617,violent,1,7,0
DC,2020-07-20 04:08:36,38.9483536271,-77.0799445766,property,4,7,0
DC,2020-07-20 16:55:21,38.9205434196,-76.9495265617,property,16,7,0
DC,2020-07-22 03:21:35,38.9216186302,-77.0423674219,property,3,7,2
DC,2020-07-22 03:15:40,38.869474327,-76.96944319,violent,3,7,2
DC,2020-07-22 04:38:08,38.9350678275,-77.0429521069,property,4,7,2
DC,2020-07-22 18:05:11,38.9015449994,-76.9799405098,property,18,7,2
DC,2020-07-24 21:45:37,38.8911169135,-76.9385969585,property,21,7,4
DC,2020-09-30 23:26:35,38.9461803911,-77.0244209942,property,23,9,2
DC,2020-10-02 04:13:33,38.9014379116,-76.987122749,property,4,10,4
DC,2020-10-02 08:28:09,38.8912046082,-76.9890726205,property,8,10,4
DC,2020-10-03 07:36:48,38.915569686,-77.0266013473,property,7,10,5
DC,2020-10-03 21:41:05,38.8991214156,-77.0219263529,property,21,10,5
DC,2020-10-04 04:04:26,38.9028802338,-76.9499649287,property,4,10,6
DC,2020-10-06 02:36:26,38.9255899612,-77.0015107352,property,2,10,1
DC,2020-10-06 16:27:37,38.9083158881,-77.0345655525,property,16,10,1
DC,2020-10-07 00:33:49,38.8446766892,-76.9998732881,property,0,10,2
DC,2020-10-07 22:30:41,38.9051969682,-77.0408588935,property,22,10,2
DC,2020-10-08 11:58:37,38.8961141883,-76.9892793646,property,11,10,3
DC,2020-06-06 16:48:21,38.9013122366,-76.9920915142,property,16,6,5
DC,2020-06-07 00:41:52,38.8605128506,-76.9875679616,property,0,6,6
DC,2020-06-07 03:21:32,38.8596624732,-77.0220689674,property,3,6,6
DC,2020-06-07 10:12:48,38.9216882976,-76.984178509,violent,10,6,6
DC,2020-06-08 00:21:25,38.9223201045,-77.0454929571,property,0,6,0
DC,2020-06-08 01:03:08,38.9564054265,-77.0211017505,property,1,6,0
DC,2020-06-08 09:18:05,38.9056161735,-76.9766996876,violent,9,6,0
DC,2020-06-12 23:39:51,38.8286501477,-77.01080264,property,23,6,4
DC,2020-06-09 23:02:54,38.866070908,-76.9863571086,violent,23,6,1
DC,2020-06-10 03:49:11,38.8621161397,-76.9857356726,violent,3,6,2
DC,2020-06-10 21:09:49,38.9037349916,-77.0477753348,property,21,6,2
DC,2020-06-11 01:36:03,38.9329747114,-77.022017498,property,1,6,3
DC,2020-06-11 11:24:22,38.8824592759,-76.9374979742,property,11,6,3
DC,2020-06-11 12:08:55,38.9191665571,-77.0105972566,property,12,6,3
DC,2020-06-11 14:48:42,38.9213015302,-77.0105975738,property,14,6,3
DC,2020-06-11 18:13:37,38.9527942368,-77.0134979755,property,18,6,3
DC,2020-06-11 20:53:04,38.9683110445,-77.0348600541,property,20,6,3
DC,2020-02-11 15:02:19,38.8987888082,-76.9327226028,property,15,2,1
DC,2020-02-12 11:46:51,38.9042008766,-77.0278076391,property,11,2,2
DC,2020-02-12 18:22:47,38.8819894845,-76.9961851313,property,18,2,2
DC,2020-02-12 10:27:21,38.8952282943,-77.0288646645,property,10,2,2
DC,2020-02-12 20:05:48,38.8838061803,-76.929832284,property,20,2,2
DC,2020-02-13 14:05:13,38.8887111884,-76.9226119508,property,14,2,3
DC,2020-02-14 03:13:16,38.9058484496,-77.0315667807,property,3,2,4
DC,2020-07-24 19:26:59,38.8971953825,-77.0083921944,property,19,7,4
DC,2020-07-24 20:45:19,38.8764764112,-77.000057622,property,20,7,4
DC,2020-07-25 04:00:00,38.8667549924,-76.9822318072,violent,4,7,5
DC,2020-07-25 18:40:17,38.915185338,-77.0020293939,property,18,7,5
DC,2020-07-27 11:53:54,38.8561481959,-76.9650219078,property,11,7,0
DC,2020-07-28 19:09:32,38.924737275,-77.0371797879,property,19,7,1
DC,2020-07-29 12:15:31,38.8642543293,-76.960489624,property,12,7,2
DC,2020-07-29 18:28:09,38.9383750737,-77.0760001565,property,18,7,2
DC,2020-07-30 14:58:34,38.9002044689,-77.0013142178,property,14,7,3
DC,2020-07-30 22:05:52,38.9072360649,-77.0303222236,property,22,7,3
DC,2020-07-31 20:40:12,38.9100052108,-77.0090509008,property,20,7,4
DC,2020-08-01 12:20:00,38.8316231553,-76.9918343383,violent,12,8,5
DC,2020-08-02 04:39:26,38.8913631256,-76.9445676287,property,4,8,6
DC,2020-08-03 20:19:32,38.8292001343,-76.9973626614,violent,20,8,0
DC,2020-08-04 12:14:55,38.8998135505,-77.0288665199,property,12,8,1
DC,2020-08-04 18:26:24,38.9259670246,-76.9825976221,property,18,8,1
DC,2020-08-04 21:25:57,38.9260323851,-77.0432465069,property,21,8,1
DC,2020-08-04 21:34:41,38.8775212491,-76.9943644895,property,21,8,1
DC,2020-08-05 04:49:59,38.9246839341,-77.0576378561,property,4,8,2
DC,2020-08-05 11:50:53,38.9117687121,-77.0692151673,property,11,8,2
DC,2020-08-05 13:32:04,38.8643936474,-76.9758720073,property,13,8,2
DC,2020-08-05 17:08:43,38.8947701199,-76.9767493394,property,17,8,2
DC,2020-08-06 03:47:45,38.8741128729,-76.9720773214,violent,3,8,3
DC,2020-08-06 18:55:44,38.9205045163,-77.0333606519,property,18,8,3
DC,2020-08-07 01:27:31,38.9338756531,-77.0214180254,property,1,8,4
DC,2020-08-07 02:25:30,38.920932635,-76.9971632321,property,2,8,4
DC,2020-08-08 14:23:03,38.9072402309,-77.0452873398,property,14,8,5
DC,2020-08-09 21:08:42,38.924737275,-77.0371797879,property,21,8,6
DC,2020-06-17 19:05:49,38.9494976932,-76.9916939377,property,19,6,2
DC,2020-06-17 18:01:07,38.9064435078,-77.0296301325,property,18,6,2
DC,2020-06-20 13:32:42,38.8809777643,-77.0257701676,property,13,6,5
DC,2020-06-21 04:15:47,38.9118634655,-77.0399287735,property,4,6,6
DC,2020-06-21 08:59:40,38.957808848,-77.0296976357,property,8,6,6
DC,2020-06-21 17:02:21,38.827785799,-76.9971093499,property,17,6,6
DC,2020-06-21 20:53:55,38.8875833975,-76.9908943126,property,20,6,6
DC,2020-01-11 04:28:19,38.9295130123,-77.0327305535,property,4,1,5
DC,2020-01-11 09:33:38,38.8952282943,-77.0288646645,property,9,1,5
DC,2020-01-11 15:05:33,38.8928951845,-76.9290856135,violent,15,1,5
DC,2020-01-13 01:24:13,38.9232546707,-77.0223950514,property,1,1,0
DC,2020-01-13 03:23:05,38.9098434028,-76.9986048962,property,3,1,0
DC,2020-01-13 12:37:39,38.9626860824,-77.0009461433,property,12,1,0
DC,2020-01-13 12:37:40,38.8786462826,-76.9330873364,property,12,1,0
DC,2020-01-13 14:16:07,38.9007534942,-76.9892786674,property,14,1,0
DC,2020-01-14 02:51:54,38.8738222574,-76.9635612252,property,2,1,1
DC,2020-01-15 16:47:54,38.8794732425,-77.0237910334,property,16,1,2
DC,2020-01-15 18:58:23,38.9277227332,-76.9772806304,property,18,1,2
DC,2020-01-16 08:29:12,38.9233702999,-77.0543386501,property,8,1,3
DC,2020-01-16 07:12:30,38.8983097093,-77.0265257436,property,7,1,3
DC,2020-01-16 13:06:19,38.8860877237,-76.9877940243,property,13,1,3
DC,2020-02-14 01:44:07,38.9018439634,-77.0028129518,property,1,2,4
DC,2020-02-15 07:47:18,38.8468296431,-76.9961409318,property,7,2,5
DC,2020-02-15 22:49:55,38.8954553732,-77.0199079209,property,22,2,5
DC,2020-02-16 01:50:20,38.9448682747,-77.0639179252,property,1,2,6
DC,2020-02-15 23:51:48,38.928738039,-77.0336412921,violent,23,2,5
DC,2020-02-16 20:08:35,38.9239594477,-77.0020411757,property,20,2,6
DC,2020-02-17 06:16:27,38.9241911629,-77.0519060013,property,6,2,0
DC,2020-02-18 01:52:00,38.9301808861,-77.0278754363,property,1,2,1
DC,2020-02-19 15:40:59,38.9563509836,-77.0231784496,property,15,2,2
DC,2020-02-19 15:59:26,38.9094019768,-76.997555701,property,15,2,2
DC,2020-02-19 23:03:50,38.9599074542,-77.0852995778,property,23,2,2
DC,2020-02-20 01:11:27,38.9222116506,-76.9931501206,property,1,2,3
DC,2020-02-21 13:16:40,38.9009218959,-77.0275527374,property,13,2,4
